game_id,year,week,away,home,away_score,home_score,temp,forecast,is_dome,wind_speed,wind_direct
1260586270,2017,15,Broncos,Colts,25,13,72,DOME,TRUE,0,SSE
1491244418,2017,15,Bears,Lions,10,20,72,DOME,TRUE,5,NE
2252013938,2017,15,Chargers,Chiefs,13,30,50,Clear,FALSE,2,S
4008181482,2017,15,Texans,Jaguars,7,45,68,Clear,FALSE,2,ESE
1638901671,2017,15,Ravens,Browns,27,10,34,Clear,FALSE,1,ESE
3947766480,2017,15,Packers,Panthers,24,31,48,Partly Cloudy,FALSE,1,WSW
2080297842,2017,15,Dolphins,Bills,16,24,25,Overcast,FALSE,0,NE
3605957186,2017,15,Bengals,Vikings,7,34,72,DOME,TRUE,0,ESE
3542120420,2017,15,Cardinals,Redskins,15,20,47,Clear,FALSE,0,SSW
3863466613,2017,15,Eagles,Giants,34,29,34,Overcast,FALSE,0,N
1190560708,2017,15,Jets,Saints,19,31,72,DOME,TRUE,1,WSW
924793913,2017,15,Rams,Seahawks,42,7,46,Mostly Cloudy,FALSE,5,S
2497319685,2017,15,Titans,49ers,23,25,60,Clear,FALSE,2,N
1941687084,2017,15,Patriots,Steelers,27,24,40,Rain,FALSE,0,S
2701502378,2017,15,Cowboys,Raiders,20,17,59,Clear,FALSE,0,N
2900347759,2017,15,Falcons,Buccaneers,24,21,70,Clear,FALSE,1,NNW
1658132338,2017,16,Colts,Ravens,16,23,61,Drizzle,FALSE,5,SSW
1788121401,2017,16,Vikings,Packers,16,0,9,Clear,FALSE,1,SW
1488054104,2017,16,Lions,Bengals,17,26,35,Mostly Cloudy,FALSE,2,SSE
3803801171,2017,16,Dolphins,Chiefs,13,29,22,Mostly Cloudy,FALSE,5,NW
1799048571,2017,16,Bills,Patriots,16,37,34,Clear,FALSE,1,N
1599030955,2017,16,Browns,Bears,3,20,21,Light Snow,FALSE,0,NW
939161815,2017,16,Buccaneers,Panthers,19,22,53,Mostly Cloudy,FALSE,1,ENE
1750743868,2017,16,Falcons,Saints,13,23,72,DOME,TRUE,1,WNW
1095270327,2017,16,Broncos,Redskins,11,27,41,Partly Cloudy,FALSE,2,NE
3972420848,2017,16,Rams,Titans,27,23,41,Mostly Cloudy,FALSE,2,WSW
1214273002,2017,16,Chargers,Jets,14,7,38,Clear,FALSE,3,NE
1418610859,2017,16,Jaguars,49ers,33,44,52,Partly Cloudy,FALSE,0,SSE
1382300698,2017,16,Seahawks,Cowboys,21,12,43,Partly Cloudy,FALSE,6,N
3405764093,2017,16,Giants,Cardinals,0,23,72,DOME,TRUE,0,S
3244982625,2017,16,Steelers,Texans,34,6,51,Mostly Cloudy,FALSE,4,ESE
460503555,2017,16,Raiders,Eagles,10,19,28,Clear,FALSE,5,W
583391388,2017,17,Browns,Steelers,24,28,9,Mostly Cloudy,FALSE,0,WSW
3978799325,2017,17,Packers,Lions,11,35,72,DOME,TRUE,5,NNW
2088044716,2017,17,Texans,Colts,13,22,72,DOME,TRUE,3,NNW
177898297,2017,17,Bears,Vikings,10,23,72,DOME,TRUE,4,NW
2990755502,2017,17,Jets,Patriots,6,26,11,Clear,FALSE,5,NW
4216889240,2017,17,Redskins,Giants,10,18,15,Clear,FALSE,6,NW
2001233515,2017,17,Cowboys,Eagles,6,0,15,Partly Cloudy,FALSE,4,NNW
